Date,DGS30
2022-01-03,2.010000
2022-01-04,2.070000
2022-01-05,2.090000
2022-01-06,2.090000
2022-01-07,2.110000
2022-01-10,2.110000
2022-01-11,2.080000
2022-01-12,2.080000
2022-01-13,2.050000
2022-01-14,2.120000
2022-01-17,
2022-01-18,2.180000
2022-01-19,2.140000
2022-01-20,2.140000
2022-01-21,2.070000
2022-01-24,2.100000
2022-01-25,2.120000
2022-01-26,2.160000
2022-01-27,2.090000
2022-01-28,2.070000
2022-01-31,2.110000
2022-02-01,2.120000
2022-02-02,2.110000
2022-02-03,2.140000
2022-02-04,2.230000
2022-02-07,2.220000
2022-02-08,2.250000
2022-02-09,2.250000
2022-02-10,2.300000
2022-02-11,2.240000
2022-02-14,2.290000
2022-02-15,2.370000
2022-02-16,2.340000
2022-02-17,2.310000
2022-02-18,2.240000
2022-02-21,
2022-02-22,2.240000
2022-02-23,2.290000
2022-02-24,2.280000
2022-02-25,2.290000
2022-02-28,2.170000
2022-03-01,2.110000
2022-03-02,2.240000
2022-03-03,2.240000
2022-03-04,2.160000
2022-03-07,2.190000
2022-03-08,2.240000
2022-03-09,2.290000
2022-03-10,2.380000
2022-03-11,2.360000
2022-03-14,2.470000
2022-03-15,2.490000
2022-03-16,2.460000
2022-03-17,2.500000
2022-03-18,2.420000
2022-03-21,2.550000
2022-03-22,2.600000
2022-03-23,2.520000
2022-03-24,2.510000
2022-03-25,2.600000
2022-03-28,2.570000
2022-03-29,2.530000
2022-03-30,2.480000
2022-03-31,2.440000
2022-04-01,2.440000
2022-04-04,2.480000
2022-04-05,2.570000
2022-04-06,2.630000
2022-04-07,2.690000
2022-04-08,2.760000
2022-04-11,2.840000
2022-04-12,2.820000
2022-04-13,2.810000
2022-04-14,2.920000
2022-04-15,
2022-04-18,2.950000
2022-04-19,3.010000
2022-04-20,2.900000
2022-04-21,2.940000
2022-04-22,2.950000
2022-04-25,2.880000
2022-04-26,2.860000
2022-04-27,2.910000
2022-04-28,2.920000
2022-04-29,2.960000
2022-05-02,3.070000
2022-05-03,3.030000
2022-05-04,3.010000
2022-05-05,3.150000
2022-05-06,3.230000
2022-05-09,3.190000
2022-05-10,3.120000
2022-05-11,3.050000
2022-05-12,3.000000
2022-05-13,3.100000
2022-05-16,3.090000
2022-05-17,3.170000
2022-05-18,3.070000
2022-05-19,3.050000
2022-05-20,2.990000
2022-05-23,3.080000
2022-05-24,2.980000
2022-05-25,2.970000
2022-05-26,2.990000
2022-05-27,2.970000
2022-05-30,
2022-05-31,3.070000
2022-06-01,3.090000
2022-06-02,3.090000
2022-06-03,3.110000
2022-06-06,3.190000
2022-06-07,3.130000
2022-06-08,3.180000
2022-06-09,3.180000
2022-06-10,3.200000
2022-06-13,3.420000
2022-06-14,3.450000
2022-06-15,3.390000
2022-06-16,3.350000
2022-06-17,3.300000
2022-06-20,
2022-06-21,3.390000
2022-06-22,3.250000
2022-06-23,3.210000
2022-06-24,3.260000
2022-06-27,3.310000
2022-06-28,3.300000
2022-06-29,3.220000
2022-06-30,3.140000
2022-07-01,3.110000
2022-07-04,
2022-07-05,3.050000
2022-07-06,3.140000
2022-07-07,3.200000
2022-07-08,3.270000
2022-07-11,3.180000
2022-07-12,3.130000
2022-07-13,3.080000
2022-07-14,3.110000
2022-07-15,3.100000
2022-07-18,3.140000
2022-07-19,3.170000
2022-07-20,3.170000
2022-07-21,3.080000
2022-07-22,3.000000
2022-07-25,3.040000
2022-07-26,3.030000
2022-07-27,3.030000
2022-07-28,3.020000
2022-07-29,3.000000
2022-08-01,2.920000
2022-08-02,3.000000
2022-08-03,2.960000
2022-08-04,2.970000
2022-08-05,3.060000
2022-08-08,3.000000
2022-08-09,3.010000
2022-08-10,3.040000
2022-08-11,3.150000
2022-08-12,3.120000
2022-08-15,3.100000
2022-08-16,3.110000
2022-08-17,3.150000
2022-08-18,3.140000
2022-08-19,3.220000
2022-08-22,3.240000
2022-08-23,3.260000
2022-08-24,3.320000
2022-08-25,3.250000
2022-08-26,3.210000
2022-08-29,3.250000
2022-08-30,3.230000
2022-08-31,3.270000
2022-09-01,3.370000
2022-09-02,3.350000
2022-09-05,
2022-09-06,3.490000
2022-09-07,3.420000
2022-09-08,3.450000
2022-09-09,3.470000
2022-09-12,3.530000
2022-09-13,3.510000
2022-09-14,3.470000
2022-09-15,3.480000
2022-09-16,3.520000
2022-09-19,3.520000
2022-09-20,3.590000
2022-09-21,3.500000
2022-09-22,3.650000
2022-09-23,3.610000
2022-09-26,3.720000
2022-09-27,3.870000
2022-09-28,3.700000
2022-09-29,3.710000
2022-09-30,3.790000
2022-10-03,3.730000
2022-10-04,3.700000
2022-10-05,3.780000
2022-10-06,3.810000
2022-10-07,3.860000
2022-10-10,
2022-10-11,3.920000
2022-10-12,3.900000
2022-10-13,3.970000
2022-10-14,3.990000
2022-10-17,4.040000
2022-10-18,4.040000
2022-10-19,4.150000
2022-10-20,4.240000
2022-10-21,4.330000
2022-10-24,4.400000
2022-10-25,4.260000
2022-10-26,4.190000
2022-10-27,4.120000
2022-10-28,4.150000
2022-10-31,4.220000
2022-11-01,4.140000
2022-11-02,4.150000
2022-11-03,4.180000
2022-11-04,4.270000
2022-11-07,4.340000
2022-11-08,4.280000
2022-11-09,4.310000
2022-11-10,4.030000
2022-11-11,
2022-11-14,4.070000
2022-11-15,3.980000
2022-11-16,3.850000
2022-11-17,3.890000
2022-11-18,3.920000
2022-11-21,3.910000
2022-11-22,3.830000
2022-11-23,3.740000
2022-11-24,
2022-11-25,3.740000
2022-11-28,3.740000
2022-11-29,3.810000
2022-11-30,3.800000
2022-12-01,3.640000
2022-12-02,3.560000
2022-12-05,3.620000
2022-12-06,3.520000
2022-12-07,3.420000
2022-12-08,3.440000
2022-12-09,3.560000
2022-12-12,3.570000
2022-12-13,3.530000
2022-12-14,3.520000
2022-12-15,3.480000
2022-12-16,3.530000
2022-12-19,3.620000
2022-12-20,3.740000
2022-12-21,3.740000
2022-12-22,3.730000
2022-12-23,3.820000
2022-12-26,
2022-12-27,3.930000
2022-12-28,3.980000
2022-12-29,3.920000
2022-12-30,3.970000
