Date,DGS30
2023-01-02,3.880000
2023-01-03,3.880000
2023-01-04,3.810000
2023-01-05,3.780000
2023-01-06,3.670000
2023-01-09,3.660000
2023-01-10,3.740000
2023-01-11,3.670000
2023-01-12,3.560000
2023-01-13,3.610000
2023-01-16,3.640000
2023-01-17,3.640000
2023-01-18,3.540000
2023-01-19,3.570000
2023-01-20,3.660000
2023-01-23,3.690000
2023-01-24,3.620000
2023-01-25,3.620000
2023-01-26,3.620000
2023-01-27,3.640000
2023-01-30,3.660000
2023-01-31,3.650000
2023-02-01,3.550000
2023-02-02,3.550000
2023-02-03,3.630000
2023-02-06,3.670000
2023-02-07,3.720000
2023-02-08,3.700000
2023-02-09,3.750000
2023-02-10,3.830000
2023-02-13,3.790000
2023-02-14,3.810000
2023-02-15,3.850000
2023-02-16,3.920000
2023-02-17,3.880000
2023-02-20,3.980000
2023-02-21,3.980000
2023-02-22,3.940000
2023-02-23,3.880000
2023-02-24,3.930000
2023-02-27,3.930000
2023-02-28,3.930000
2023-03-01,3.970000
2023-03-02,4.030000
2023-03-03,3.900000
2023-03-06,3.920000
2023-03-07,3.880000
2023-03-08,3.880000
2023-03-09,3.880000
2023-03-10,3.700000
2023-03-13,3.700000
2023-03-14,3.770000
2023-03-15,3.700000
2023-03-16,3.710000
2023-03-17,3.600000
2023-03-20,3.650000
2023-03-21,3.730000
2023-03-22,3.680000
2023-03-23,3.660000
2023-03-24,3.640000
2023-03-27,3.770000
2023-03-28,3.770000
2023-03-29,3.780000
2023-03-30,3.740000
2023-03-31,3.670000
2023-04-03,3.640000
2023-04-04,3.600000
2023-04-05,3.560000
2023-04-06,3.540000
2023-04-07,3.610000
2023-04-10,3.620000
2023-04-11,3.620000
2023-04-12,3.640000
2023-04-13,3.690000
2023-04-14,3.740000
2023-04-17,3.810000
2023-04-18,3.790000
2023-04-19,3.790000
2023-04-20,3.750000
2023-04-21,3.780000
2023-04-24,3.730000
2023-04-25,3.650000
2023-04-26,3.700000
2023-04-27,3.760000
2023-04-28,3.670000
2023-05-01,3.840000
2023-05-02,3.720000
2023-05-03,3.700000
2023-05-04,3.730000
2023-05-05,3.760000
2023-05-08,3.840000
2023-05-09,3.850000
2023-05-10,3.800000
2023-05-11,3.730000
2023-05-12,3.780000
2023-05-15,3.840000
2023-05-16,3.870000
2023-05-17,3.880000
2023-05-18,3.910000
2023-05-19,3.950000
2023-05-22,3.970000
2023-05-23,3.960000
2023-05-24,3.970000
2023-05-25,4.010000
2023-05-26,3.960000
2023-05-29,3.900000
2023-05-30,3.900000
2023-05-31,3.850000
2023-06-01,3.840000
2023-06-02,3.880000
2023-06-05,3.890000
2023-06-06,3.870000
2023-06-07,3.950000
2023-06-08,3.890000
2023-06-09,3.890000
2023-06-12,3.870000
2023-06-13,3.940000
2023-06-14,3.900000
2023-06-15,3.850000
2023-06-16,3.860000
2023-06-19,3.830000
2023-06-20,3.830000
2023-06-21,3.810000
2023-06-22,3.880000
2023-06-23,3.820000
2023-06-26,3.830000
2023-06-27,3.840000
2023-06-28,3.810000
2023-06-29,3.920000
2023-06-30,3.850000
2023-07-03,3.870000
2023-07-04,3.950000
2023-07-05,3.950000
2023-07-06,4.010000
2023-07-07,4.050000
2023-07-10,4.050000
2023-07-11,4.030000
2023-07-12,3.960000
2023-07-13,3.900000
2023-07-14,3.930000
2023-07-17,3.940000
2023-07-18,3.910000
2023-07-19,3.840000
2023-07-20,3.910000
2023-07-21,3.910000
2023-07-24,3.920000
2023-07-25,3.950000
2023-07-26,3.940000
2023-07-27,4.060000
2023-07-28,4.030000
2023-07-31,4.020000
2023-08-01,4.110000
2023-08-02,4.170000
2023-08-03,4.320000
2023-08-04,4.210000
2023-08-07,4.270000
2023-08-08,4.200000
2023-08-09,4.180000
2023-08-10,4.240000
2023-08-11,4.270000
2023-08-14,4.290000
2023-08-15,4.320000
2023-08-16,4.380000
2023-08-17,4.410000
2023-08-18,4.380000
2023-08-21,4.450000
2023-08-22,4.420000
2023-08-23,4.270000
2023-08-24,4.300000
2023-08-25,4.300000
2023-08-28,4.290000
2023-08-29,4.230000
2023-08-30,4.230000
2023-08-31,4.200000
2023-09-01,4.290000
2023-09-04,4.380000
2023-09-05,4.380000
2023-09-06,4.370000
2023-09-07,4.360000
2023-09-08,4.330000
2023-09-11,4.370000
2023-09-12,4.350000
2023-09-13,4.340000
2023-09-14,4.390000
2023-09-15,4.420000
2023-09-18,4.400000
2023-09-19,4.430000
2023-09-20,4.400000
2023-09-21,4.560000
2023-09-22,4.530000
2023-09-25,4.670000
2023-09-26,4.700000
2023-09-27,4.730000
2023-09-28,4.710000
2023-09-29,4.730000
2023-10-02,4.810000
2023-10-03,4.950000
2023-10-04,4.870000
2023-10-05,4.890000
2023-10-06,4.950000
2023-10-09,4.850000
2023-10-10,4.850000
2023-10-11,4.730000
2023-10-12,4.860000
2023-10-13,4.780000
2023-10-16,4.870000
2023-10-17,4.940000
2023-10-18,5.000000
2023-10-19,5.110000
2023-10-20,5.090000
2023-10-23,5.010000
2023-10-24,4.960000
2023-10-25,5.090000
2023-10-26,5.010000
2023-10-27,5.030000
2023-10-30,5.040000
2023-10-31,5.040000
2023-11-01,4.960000
2023-11-02,4.820000
2023-11-03,4.770000
2023-11-06,4.840000
2023-11-07,4.750000
2023-11-08,4.640000
2023-11-09,4.770000
2023-11-10,4.730000
2023-11-13,4.750000
2023-11-14,4.610000
2023-11-15,4.680000
2023-11-16,4.630000
2023-11-17,4.590000
2023-11-20,4.570000
2023-11-21,4.570000
2023-11-22,4.550000
2023-11-23,4.600000
2023-11-24,4.600000
2023-11-27,4.530000
2023-11-28,4.520000
2023-11-29,4.440000
2023-11-30,4.540000
2023-12-01,4.400000
2023-12-04,4.430000
2023-12-05,4.300000
2023-12-06,4.220000
2023-12-07,4.250000
2023-12-08,4.310000
2023-12-11,4.320000
2023-12-12,4.300000
2023-12-13,4.190000
2023-12-14,4.030000
2023-12-15,4.000000
2023-12-18,4.050000
2023-12-19,4.030000
2023-12-20,3.980000
2023-12-21,4.030000
2023-12-22,4.050000
2023-12-25,4.040000
2023-12-26,4.040000
2023-12-27,3.950000
2023-12-28,3.980000
2023-12-29,4.030000
